Epoch, Total loss, Total S1, Total S2, DPA NRGY, DPA s1, DPA s2, LM NRGY, LM s1, LM s2 
Test 7, 31.4273, 62.1185, 61.3824, 9.5901, 18.8907, 18.6013, 21.8372, 43.2278, 42.7811 
Train 8, 43.0494, 60.9321, 60.5844, 8.9446, 18.0048, 18.1203, 21.6953, 42.9273, 42.4641
Test 8, 30.9649, 61.2577, 60.5856, 9.2430, 18.1194, 17.7528, 21.7219, 43.1383, 42.8328 
Train 9, 42.5041, 60.0109, 59.7124, 8.5805, 17.2429, 17.3247, 21.5742, 42.7680, 42.3877
Test 9, 30.7531, 60.5414, 59.5766, 9.1137, 17.6327, 17.0381, 21.6394, 42.9086, 42.5385 
Train 10, 42.0408, 59.2275, 58.9700, 8.2740, 16.6162, 16.6843, 21.4685, 42.6113, 42.2856
Test 10, 30.5099, 59.9615, 58.9032, 8.8613, 17.0615, 16.4005, 21.6486, 42.9000, 42.5027 
Train 11, 41.6489, 58.5514, 58.3070, 8.0305, 16.0857, 16.1104, 21.3673, 42.4657, 42.1966
Test 11, 30.2916, 59.3415, 58.0998, 8.7032, 16.6598, 15.9132, 21.5884, 42.6817, 42.1867 
Train 12, 41.2824, 57.9266, 57.7157, 7.7806, 15.6082, 15.6552, 21.2881, 42.3184, 42.0605
Test 12, 29.8599, 58.5692, 57.4185, 8.3276, 16.0289, 15.4027, 21.5324, 42.5402, 42.0157 
Train 13, 40.9771, 57.3309, 57.0685, 7.5766, 15.1680, 15.1827, 21.2201, 42.1630, 41.8858
Test 13, 29.5712, 57.9611, 56.7797, 8.1269, 15.5945, 14.9352, 21.4443, 42.3666, 41.8445 
Train 14, 40.6832, 56.8451, 56.6025, 7.4031, 14.7967, 14.7872, 21.1408, 42.0484, 41.8153
Test 14, 29.4016, 57.6177, 56.4323, 8.0265, 15.3667, 14.6804, 21.3751, 42.2510, 41.7519 
Train 15, 40.4538, 56.4331, 56.1732, 7.2632, 14.5364, 14.5465, 21.0833, 41.8966, 41.6267
Test 15, 29.1201, 57.2015, 56.1628, 7.8013, 14.9938, 14.3848, 21.3188, 42.2078, 41.7780 
Train 16, 40.2417, 56.0617, 55.8035, 7.1255, 14.2551, 14.2592, 21.0344, 41.8066, 41.5443
Test 16, 29.1365, 57.0943, 55.9156, 7.7705, 14.8304, 14.1197, 21.3660, 42.2639, 41.7959 
Train 17, 40.0610, 55.7270, 55.4441, 7.0140, 14.0220, 14.0160, 20.9909, 41.7050, 41.4281
Test 17, 28.9259, 56.6662, 55.4808, 7.6049, 14.5642, 13.9186, 21.3210, 42.1021, 41.5622 
Train 18, 39.8394, 55.4387, 55.2299, 6.9048, 13.7975, 13.7854, 20.9190, 41.6413, 41.4445
Test 18, 28.7219, 56.4109, 55.3780, 7.4814, 14.3321, 13.7016, 21.2406, 42.0788, 41.6764 
Train 19, 39.6673, 55.1577, 54.9553, 6.8113, 13.6072, 13.5919, 20.8688, 41.5505, 41.3633
Test 19, 28.6083, 56.1560, 55.0954, 7.3956, 14.1639, 13.5366, 21.2126, 41.9920, 41.5588 
Train 20, 39.5277, 54.8763, 54.6321, 6.7214, 13.4283, 13.4138, 20.8389, 41.4480, 41.2182
Test 20, 28.5977, 55.9176, 54.6399, 7.4436, 14.1124, 13.3375, 21.1541, 41.8053, 41.3024 
Train 21, 39.3270, 54.6832, 54.5556, 6.6443, 13.2730, 13.2575, 20.7611, 41.4102, 41.2982
Test 21, 28.4249, 55.7989, 54.7481, 7.2244, 13.8210, 13.1932, 21.2005, 41.9779, 41.5549 
Train 22, 39.2000, 54.4095, 54.2273, 6.5606, 13.1012, 13.0811, 20.7352, 41.3083, 41.1462
Test 22, 28.2005, 55.3711, 54.3412, 7.0470, 13.5558, 13.0176, 21.1535, 41.8154, 41.3236 
Train 23, 39.0995, 54.2168, 54.0072, 6.5043, 12.9847, 12.9609, 20.7089, 41.2321, 41.0464
Test 23, 28.0425, 55.0203, 53.9556, 6.8733, 13.3129, 12.8792, 21.1692, 41.7074, 41.0764 
Train 24, 38.9846, 54.0418, 53.8443, 6.4412, 12.8577, 12.8330, 20.6784, 41.1841, 41.0113
Test 24, 28.0821, 54.9957, 53.8272, 7.0441, 13.4656, 12.8430, 21.0380, 41.5301, 40.9842 
Train 25, 38.8416, 53.8055, 53.6010, 6.3703, 12.7183, 12.6958, 20.6347, 41.0873, 40.9052
Test 25, 27.8848, 54.7141, 53.6587, 6.8078, 13.1098, 12.6039, 21.0770, 41.6044, 41.0548 
Train 26, 38.7760, 53.6289, 53.3631, 6.3222, 12.6144, 12.5845, 20.6252, 41.0145, 40.7786
Test 26, 27.8482, 54.6039, 53.5114, 6.7881, 13.0769, 12.5775, 21.0601, 41.5271, 40.9339 
Train 27, 38.6228, 53.4894, 53.3232, 6.2593, 12.4967, 12.4748, 20.5685, 40.9927, 40.8484
Test 27, 27.5402, 54.2637, 53.4471, 6.5241, 12.7730, 12.4977, 21.0161, 41.4908, 40.9494 
Train 28, 38.5302, 53.3406, 53.1743, 6.2129, 12.4096, 12.3934, 20.5405, 40.9310, 40.7809
Test 28, 27.7760, 54.3886, 53.2253, 6.7596, 12.9169, 12.3145, 21.0164, 41.4717, 40.9107 
Train 29, 38.4793, 53.1524, 52.8922, 6.1658, 12.3028, 12.2740, 20.5405, 40.8496, 40.6182
Test 29, 27.5088, 53.9651, 52.9126, 6.4623, 12.5824, 12.2401, 21.0465, 41.3827, 40.6725 
Train 30, 38.3682, 53.0254, 52.8042, 6.1247, 12.2183, 12.1872, 20.4985, 40.8070, 40.6170
Test 30, 27.5078, 53.9961, 52.9766, 6.4939, 12.5751, 12.1624, 21.0139, 41.4210, 40.8142 
Train 31, 38.2678, 52.9333, 52.7715, 6.0894, 12.1341, 12.0894, 20.4582, 40.7992, 40.6821
Test 31, 27.5576, 54.0257, 52.9364, 6.6110, 12.6389, 12.0558, 20.9466, 41.3869, 40.8806 
Train 32, 38.2397, 52.8218, 52.6026, 6.0556, 12.0705, 12.0298, 20.4649, 40.7513, 40.5728
Test 32, 27.3888, 53.7440, 52.7104, 6.4296, 12.4524, 12.0456, 20.9592, 41.2916, 40.6647 
Train 33, 38.1457, 52.7107, 52.5206, 6.0203, 12.0081, 11.9756, 20.4301, 40.7026, 40.5450
Test 33, 27.5616, 53.8411, 52.5591, 6.6242, 12.5955, 11.9426, 20.9374, 41.2456, 40.6165 
Train 34, 38.0761, 52.6021, 52.4101, 5.9853, 11.9473, 11.9238, 20.4117, 40.6549, 40.4863
Test 34, 27.4787, 53.7258, 52.4942, 6.5451, 12.4934, 11.8967, 20.9336, 41.2324, 40.5975 
Train 35, 37.9874, 52.5445, 52.4210, 5.9613, 11.8788, 11.8350, 20.3727, 40.6657, 40.5860
Test 35, 27.2439, 53.4358, 52.3837, 6.3416, 12.2531, 11.8231, 20.9024, 41.1827, 40.5605 
Train 36, 37.9411, 52.4263, 52.2517, 5.9434, 11.8663, 11.8458, 20.3571, 40.5600, 40.4059
Test 36, 27.2019, 53.3226, 52.2414, 6.3077, 12.2235, 11.8316, 20.8942, 41.0991, 40.4098 
Train 37, 37.9030, 52.3523, 52.1627, 5.9180, 11.8046, 11.7733, 20.3529, 40.5477, 40.3894
Test 37, 27.0613, 53.1682, 52.2139, 6.1364, 11.9961, 11.7195, 20.9249, 41.1721, 40.4944 
Train 38, 37.8428, 52.2593, 52.0620, 5.8960, 11.7593, 11.7267, 20.3323, 40.5000, 40.3353
Test 38, 27.1794, 53.2666, 52.1744, 6.2595, 12.1306, 11.7422, 20.9199, 41.1360, 40.4322 
Train 39, 37.7824, 52.1955, 52.0202, 5.8751, 11.7119, 11.6735, 20.3103, 40.4837, 40.3467
Test 39, 27.2545, 53.2725, 52.0360, 6.3564, 12.1949, 11.6770, 20.8981, 41.0776, 40.3590 
Train 40, 37.7678, 52.1490, 51.9415, 5.8696, 11.6838, 11.6285, 20.3086, 40.4651, 40.3130
Test 40, 27.0887, 53.1466, 52.1158, 6.2413, 12.0356, 11.5886, 20.8474, 41.1110, 40.5272 
Train 41, 37.7085, 52.0523, 51.8377, 5.8428, 11.6482, 11.6109, 20.2907, 40.4041, 40.2268
Test 41, 27.1609, 53.2285, 52.1353, 6.2649, 12.0612, 11.5927, 20.8960, 41.1673, 40.5426 
Train 42, 37.6230, 51.9843, 51.8185, 5.8238, 11.6001, 11.5525, 20.2512, 40.3842, 40.2660
Test 42, 27.0288, 53.0172, 51.9769, 6.1942, 11.9487, 11.5091, 20.8346, 41.0685, 40.4678 
Train 43, 37.6049, 51.9587, 51.7912, 5.8144, 11.5937, 11.5586, 20.2487, 40.3650, 40.2325
Test 43, 26.9229, 52.9046, 51.9635, 6.0407, 11.8452, 11.6090, 20.8822, 41.0595, 40.3545 
Train 44, 37.5691, 51.8777, 51.6800, 5.7977, 11.5590, 11.5227, 20.2400, 40.3186, 40.1573
Test 44, 27.0511, 52.9170, 51.7317, 6.1744, 11.9326, 11.5163, 20.8767, 40.9844, 40.2154 
Train 45, 37.5420, 51.8576, 51.6724, 5.7879, 11.5492, 11.5226, 20.2335, 40.3084, 40.1498
Test 45, 26.8925, 52.8189, 51.8528, 6.1177, 11.8687, 11.5020, 20.7748, 40.9502, 40.3509 
Train 46, 37.5027, 51.7755, 51.5574, 5.7814, 11.5342, 11.5056, 20.2154, 40.2413, 40.0519
Test 46, 26.9389, 52.7851, 51.6926, 6.1408, 11.8746, 11.4675, 20.7981, 40.9106, 40.2250 
Train 47, 37.4372, 51.7266, 51.5542, 5.7581, 11.4750, 11.4339, 20.1915, 40.2516, 40.1202
Test 47, 26.7513, 52.5574, 51.6121, 5.9800, 11.6701, 11.3801, 20.7713, 40.8873, 40.2320 
Train 48, 37.4051, 51.7092, 51.5533, 5.7604, 11.4772, 11.4336, 20.1721, 40.2320, 40.1197
Test 48, 26.8423, 52.8472, 52.0098, 6.0653, 11.7897, 11.4488, 20.7770, 41.0575, 40.5609 
Train 49, 37.3911, 51.6685, 51.4931, 5.7463, 11.4605, 11.4284, 20.1756, 40.2079, 40.0647
Test 49, 26.9985, 52.8142, 51.6314, 6.2381, 11.9575, 11.4389, 20.7604, 40.8567, 40.1925 
Train 50, 37.3814, 51.6244, 51.4172, 5.7419, 11.4476, 11.4115, 20.1740, 40.1768, 40.0057
Test 50, 26.8397, 52.5709, 51.4626, 6.0886, 11.8003, 11.4234, 20.7511, 40.7707, 40.0391 
Train 51, 37.3429, 51.5936, 51.3994, 5.7392, 11.4324, 11.3864, 20.1546, 40.1612, 40.0131
Test 51, 27.1234, 52.9094, 51.5719, 6.3124, 11.9733, 11.3218, 20.8110, 40.9361, 40.2501 
Train 52, 37.2952, 51.5412, 51.3670, 5.7192, 11.3874, 11.3365, 20.1385, 40.1537, 40.0305
Test 52, 26.8479, 52.5855, 51.4751, 6.1073, 11.7850, 11.3554, 20.7406, 40.8005, 40.1198 
Train 53, 37.2747, 51.4878, 51.2896, 5.7076, 11.3781, 11.3412, 20.1354, 40.1096, 39.9484
Test 53, 26.7397, 52.5344, 51.5894, 5.9430, 11.6203, 11.3548, 20.7967, 40.9140, 40.2346 
Train 54, 37.2398, 51.4916, 51.3401, 5.7032, 11.3658, 11.3253, 20.1183, 40.1257, 40.0148
Test 54, 26.7675, 52.5494, 51.5639, 6.0130, 11.6733, 11.3205, 20.7545, 40.8762, 40.2434 
Train 55, 37.1829, 51.4285, 51.2898, 5.6946, 11.3497, 11.3103, 20.0890, 40.0787, 39.9795
Test 55, 26.8510, 52.4777, 51.2535, 6.0941, 11.7411, 11.2941, 20.7569, 40.7366, 39.9594 
Train 56, 37.1784, 51.3806, 51.2013, 5.6847, 11.3138, 11.2582, 20.0952, 40.0668, 39.9431
Test 56, 26.7777, 52.4425, 51.3295, 6.0139, 11.6676, 11.3075, 20.7639, 40.7749, 40.0220 
Train 57, 37.1831, 51.3632, 51.1579, 5.6803, 11.3206, 11.2806, 20.1040, 40.0426, 39.8773
Test 57, 26.8986, 52.4755, 51.1539, 6.0843, 11.7157, 11.2627, 20.8143, 40.7598, 39.8912 
Train 58, 37.1487, 51.3166, 51.1095, 5.6744, 11.3073, 11.2658, 20.0874, 40.0093, 39.8437
Test 58, 26.8713, 52.5031, 51.2635, 6.1246, 11.7668, 11.2844, 20.7467, 40.7363, 39.9791 
Train 59, 37.0917, 51.3053, 51.1612, 5.6665, 11.2852, 11.2374, 20.0582, 40.0201, 39.9238
Test 59, 26.8665, 52.4360, 51.1391, 6.0908, 11.7278, 11.2741, 20.7757, 40.7082, 39.8650 
Train 60, 37.0746, 51.2948, 51.1620, 5.6625, 11.2933, 11.2616, 20.0514, 40.0016, 39.9004
Test 60, 26.7272, 52.3798, 51.3053, 5.9869, 11.6292, 11.2847, 20.7403, 40.7506, 40.0206 
Train 61, 37.1059, 51.2757, 51.0800, 5.6606, 11.2878, 11.2544, 20.0751, 39.9879, 39.8256
Test 61, 26.6457, 52.2351, 51.1787, 5.9408, 11.5676, 11.2536, 20.7049, 40.6674, 39.9251 
Train 62, 37.0171, 51.2457, 51.1466, 5.6443, 11.2636, 11.2386, 20.0281, 39.9821, 39.9080
Test 62, 26.7429, 52.3039, 51.1220, 5.9909, 11.6202, 11.2587, 20.7520, 40.6837, 39.8633 
Train 63, 37.0472, 51.2228, 51.0490, 5.6508, 11.2660, 11.2303, 20.0474, 39.9568, 39.8187
Test 63, 26.7726, 52.3517, 51.1582, 5.9891, 11.6108, 11.2434, 20.7834, 40.7409, 39.9149 
Train 64, 37.0137, 51.1769, 51.0085, 5.6375, 11.2174, 11.1597, 20.0352, 39.9595, 39.8488
Test 64, 26.6307, 52.1915, 51.1216, 5.8913, 11.4982, 11.2138, 20.7394, 40.6933, 39.9079 
Train 65, 36.9780, 51.1392, 50.9827, 5.6278, 11.2256, 11.1955, 20.0200, 39.9136, 39.7873
Test 65, 26.6870, 52.2588, 51.1436, 5.9725, 11.5723, 11.1994, 20.7145, 40.6866, 39.9442 
Train 66, 36.9903, 51.0967, 50.8846, 5.6185, 11.1950, 11.1530, 20.0359, 39.9017, 39.7316
Test 66, 26.6429, 52.2471, 51.2085, 5.8752, 11.4663, 11.1822, 20.7677, 40.7808, 40.0263 
Train 67, 36.9106, 51.1139, 51.0231, 5.6116, 11.1893, 11.1554, 19.9907, 39.9246, 39.8677
Test 67, 26.7146, 52.2685, 51.1078, 5.9844, 11.5579, 11.1470, 20.7302, 40.7106, 39.9608 
Train 68, 36.9497, 51.0566, 50.8535, 5.6138, 11.1795, 11.1314, 20.0161, 39.8771, 39.7221
Test 68, 27.0219, 52.5220, 51.0003, 6.2228, 11.8055, 11.1654, 20.7991, 40.7165, 39.8349 
Train 69, 36.9216, 51.0638, 50.9036, 5.6101, 11.1785, 11.1368, 20.0019, 39.8853, 39.7668
Test 69, 26.7426, 52.2289, 50.9725, 5.9768, 11.5067, 11.0598, 20.7659, 40.7222, 39.9127 
Train 70, 36.8834, 50.9978, 50.8263, 5.5973, 11.1458, 11.0970, 19.9874, 39.8520, 39.7293
Test 70, 26.6154, 52.1605, 51.0903, 5.9439, 11.5020, 11.1162, 20.6714, 40.6585, 39.9741 
Train 71, 36.8868, 51.0284, 50.8782, 5.5984, 11.1487, 11.1007, 19.9909, 39.8797, 39.7776
Test 71, 26.8017, 52.2765, 50.9496, 6.1064, 11.6530, 11.0932, 20.6953, 40.6235, 39.8563 
Train 72, 36.8495, 51.0028, 50.8768, 5.5934, 11.1541, 11.1213, 19.9710, 39.8488, 39.7555
Test 72, 26.7026, 52.1519, 50.8987, 6.0553, 11.6086, 11.1066, 20.6473, 40.5433, 39.7920 
Train 73, 36.8332, 50.9600, 50.8122, 5.5876, 11.1367, 11.0981, 19.9662, 39.8233, 39.7141
Test 73, 26.6151, 52.1192, 51.0083, 5.9737, 11.5212, 11.0949, 20.6413, 40.5980, 39.9134 
Train 74, 36.7999, 50.9592, 50.8579, 5.5765, 11.1135, 11.0738, 19.9537, 39.8458, 39.7841
Test 74, 26.5609, 52.0250, 50.9282, 5.7892, 11.3533, 11.1283, 20.7717, 40.6717, 39.8000 
Train 75, 36.7971, 50.9482, 50.8370, 5.5766, 11.1295, 11.1057, 19.9530, 39.8187, 39.7314
Test 75, 26.4192, 51.9481, 51.0578, 5.7439, 11.2710, 11.0542, 20.6753, 40.6771, 40.0036 
Train 76, 36.7834, 50.8978, 50.7510, 5.5768, 11.1004, 11.0473, 19.9455, 39.7974, 39.7038
Test 76, 26.6208, 52.0683, 50.8951, 5.9192, 11.4608, 11.0832, 20.7015, 40.6075, 39.8119 
Train 77, 36.7693, 50.8756, 50.7257, 5.5715, 11.1040, 11.0650, 19.9413, 39.7716, 39.6606
Test 77, 26.6451, 52.0567, 50.8231, 5.9611, 11.5008, 11.0795, 20.6841, 40.5559, 39.7436 
Train 78, 36.7426, 50.8829, 50.7710, 5.5737, 11.1116, 11.0758, 19.9238, 39.7714, 39.6952
Test 78, 26.6487, 52.1037, 50.9102, 5.8686, 11.4212, 11.1051, 20.7800, 40.6825, 39.8050 
Train 79, 36.7437, 50.8201, 50.6450, 5.5690, 11.0899, 11.0418, 19.9286, 39.7302, 39.6032
Test 79, 26.5426, 51.9957, 50.9063, 5.8036, 11.3184, 11.0296, 20.7389, 40.6773, 39.8768 
Train 80, 36.7711, 50.8273, 50.6215, 5.5686, 11.0981, 11.0589, 19.9480, 39.7292, 39.5625
Test 80, 26.5006, 51.8811, 50.7610, 5.8407, 11.3609, 11.0403, 20.6599, 40.5202, 39.7207 
Train 81, 36.7357, 50.8009, 50.6190, 5.5598, 11.0912, 11.0629, 19.9316, 39.7096, 39.5561
Test 81, 26.4606, 51.8282, 50.7352, 5.8083, 11.3269, 11.0372, 20.6523, 40.5013, 39.6981 
Train 82, 36.7017, 50.7948, 50.6486, 5.5606, 11.0813, 11.0414, 19.9099, 39.7135, 39.6072
Test 82, 26.5532, 51.9203, 50.7343, 5.9282, 11.4248, 10.9933, 20.6250, 40.4955, 39.7410 
Train 83, 36.7203, 50.7667, 50.5719, 5.5515, 11.0689, 11.0349, 19.9293, 39.6978, 39.5370
Test 83, 26.4907, 51.8438, 50.7062, 5.8518, 11.3509, 10.9982, 20.6389, 40.4929, 39.7080 
Train 84, 36.6641, 50.7783, 50.6661, 5.5527, 11.0679, 11.0305, 19.8926, 39.7104, 39.6355
Test 84, 26.6281, 52.1674, 51.0785, 5.9705, 11.5008, 11.0606, 20.6576, 40.6666, 40.0179 
Train 85, 36.6895, 50.7698, 50.6110, 5.5566, 11.0719, 11.0306, 19.9077, 39.6979, 39.5804
Test 85, 26.4889, 51.7800, 50.5823, 5.7275, 11.2781, 11.1012, 20.7614, 40.5019, 39.4810 
Train 86, 36.6413, 50.7428, 50.6253, 5.5456, 11.0596, 11.0280, 19.8846, 39.6832, 39.5973
Test 86, 26.7841, 52.1542, 50.7403, 6.0657, 11.5911, 11.0509, 20.7184, 40.5631, 39.6894 
Train 87, 36.6716, 50.7437, 50.5800, 5.5514, 11.0743, 11.0457, 19.9023, 39.6694, 39.5342
Test 87, 26.6179, 52.0745, 50.9133, 5.9130, 11.4541, 11.0823, 20.7049, 40.6204, 39.8310 
Train 88, 36.6274, 50.7159, 50.5810, 5.5503, 11.0572, 11.0139, 19.8751, 39.6586, 39.5670
Test 88, 26.6332, 52.0689, 50.8714, 5.9168, 11.4135, 10.9934, 20.7165, 40.6555, 39.8779 
Train 89, 36.6465, 50.6975, 50.5199, 5.5475, 11.0463, 10.9976, 19.8900, 39.6512, 39.5223
Test 89, 26.3667, 51.7755, 50.8176, 5.7194, 11.2215, 11.0043, 20.6474, 40.5540, 39.8132 
Train 90, 36.5991, 50.6400, 50.4760, 5.5313, 11.0325, 11.0025, 19.8707, 39.6074, 39.4735
Test 90, 26.5936, 51.8899, 50.5925, 5.9323, 11.4412, 11.0178, 20.6614, 40.4487, 39.5747 
Train 91, 36.6256, 50.6684, 50.4929, 5.5362, 11.0414, 11.0105, 19.8858, 39.6270, 39.4824
Test 91, 26.5551, 51.9058, 50.7014, 5.8571, 11.3913, 11.0685, 20.6980, 40.5145, 39.6329 
Train 92, 36.6024, 50.6437, 50.4690, 5.5392, 11.0445, 11.0106, 19.8700, 39.5992, 39.4584
Test 92, 26.5404, 51.8349, 50.5890, 5.8653, 11.3623, 10.9940, 20.6751, 40.4726, 39.5951 
Train 93, 36.5741, 50.6466, 50.5153, 5.5340, 11.0308, 10.9935, 19.8550, 39.6159, 39.5218
Test 93, 26.4423, 51.7537, 50.6228, 5.8276, 11.3420, 11.0288, 20.6147, 40.4117, 39.5940 
Train 94, 36.5802, 50.6418, 50.4999, 5.5287, 11.0135, 10.9696, 19.8632, 39.6283, 39.5303
Test 94, 26.4555, 51.8307, 50.7504, 5.8088, 11.3350, 11.0523, 20.6467, 40.4958, 39.6981 
