Epoch, Total loss, Total S1, Total S2, DPA NRGY, DPA s1, DPA s2, LM NRGY, LM s1, LM s2 
Train 174, 41.8712, 60.5265, 61.1131, 6.1846, 11.8518, 11.3344, 23.7854, 48.6747, 49.7787
Test 174, 28.5313, 55.9662, 54.8697, 5.9524, 11.1689, 10.4330, 22.5789, 44.7973, 44.4367 
Train 175, 39.1651, 60.2586, 64.2572, 6.0747, 11.8846, 11.6197, 22.0552, 48.3740, 52.6375
Test 175, 28.4201, 56.0453, 55.2503, 5.9289, 11.1330, 10.4083, 22.4912, 44.9123, 44.8421 
Train 176, 37.7485, 59.9861, 65.6539, 5.9946, 11.5630, 11.1369, 21.1646, 48.4231, 54.5170
Test 176, 28.2912, 55.7510, 54.9196, 5.7987, 10.9929, 10.3884, 22.4924, 44.7581, 44.5313 
Train 177, 40.5168, 59.4180, 60.8431, 5.9741, 11.5833, 11.2185, 23.0224, 47.8347, 49.6246
Test 177, 28.2156, 55.6118, 54.7924, 5.7867, 11.0338, 10.4943, 22.4289, 44.5780, 44.2981 
Train 178, 43.9693, 60.2145, 57.9524, 5.7930, 11.4093, 11.2326, 25.4453, 48.8053, 46.7199
Test 178, 28.4616, 56.3866, 55.8499, 5.9208, 11.1419, 10.4422, 22.5409, 45.2447, 45.4076 
Train 179, 40.4766, 61.7680, 65.6783, 5.8529, 11.6163, 11.5267, 23.0759, 50.1517, 54.1516
Test 179, 28.5105, 56.4957, 55.9704, 5.9815, 11.2031, 10.4432, 22.5289, 45.2926, 45.5272 
Train 180, 42.2237, 60.0115, 59.6840, 6.0769, 11.6385, 11.1232, 24.0926, 48.3730, 48.5608
Test 180, 28.0975, 56.0307, 55.8664, 5.6797, 10.8984, 10.4375, 22.4179, 45.1323, 45.4289 
Train 181, 44.5755, 64.5331, 65.6211, 6.0343, 11.6054, 11.1423, 25.6883, 52.9277, 54.4788
Test 181, 28.1510, 56.2001, 56.0982, 5.6409, 10.8311, 10.3805, 22.5101, 45.3690, 45.7177 
Train 182, 43.5598, 61.5325, 60.8900, 6.1635, 11.5621, 10.7972, 24.9240, 49.9704, 50.0928
Test 182, 28.3190, 56.5070, 56.3761, 5.8561, 11.0447, 10.3771, 22.4628, 45.4624, 45.9990 
Train 183, 40.7150, 59.5956, 61.0282, 5.8336, 11.3168, 10.9664, 23.2479, 48.2788, 50.0618
Test 183, 28.5099, 56.8709, 56.7218, 6.0230, 11.2513, 10.4567, 22.4870, 45.6195, 46.2652 
Train 184, 42.5054, 61.4616, 62.1920, 6.1014, 11.4740, 10.7452, 24.2642, 49.9875, 51.4468
Test 184, 28.1797, 56.1816, 56.0037, 5.6455, 10.7845, 10.2779, 22.5342, 45.3971, 45.7258 
Train 185, 37.7924, 58.9968, 63.5855, 6.0412, 11.5516, 11.0208, 21.1628, 47.4452, 52.5648
Test 185, 28.7935, 57.1411, 56.6952, 6.2202, 11.4333, 10.4261, 22.5733, 45.7078, 46.2691 
Train 186, 37.3434, 59.0830, 64.5196, 5.8005, 11.2727, 10.9445, 21.0227, 47.8103, 53.5751
Test 186, 28.2920, 56.3946, 56.2051, 5.8382, 11.0031, 10.3299, 22.4539, 45.3915, 45.8752 
Train 187, 43.5198, 61.5042, 61.0226, 5.9531, 11.4318, 10.9574, 25.0398, 50.0725, 50.0653
Test 187, 28.2797, 56.3212, 56.0830, 5.7302, 10.8782, 10.2958, 22.5495, 45.4431, 45.7871 
Train 188, 42.2954, 60.4865, 60.4307, 6.2385, 11.7532, 11.0294, 24.0326, 48.7333, 49.4013
Test 188, 28.2791, 56.1572, 55.7562, 5.7383, 10.8894, 10.3021, 22.5407, 45.2678, 45.4541 
Train 189, 41.8466, 59.7903, 59.9458, 5.7734, 11.1272, 10.7075, 24.0440, 48.6632, 49.2383
Test 189, 28.3339, 56.1484, 55.6290, 5.7924, 10.9544, 10.3240, 22.5415, 45.1940, 45.3049 
Train 190, 44.6529, 63.6599, 63.9050, 5.8315, 11.1002, 10.5373, 25.8759, 52.5597, 53.3677
Test 190, 28.1015, 55.6126, 55.0223, 5.6704, 10.8473, 10.3538, 22.4310, 44.7653, 44.6685 
Train 191, 42.2120, 60.6569, 61.1398, 5.8509, 11.2879, 10.8740, 24.2361, 49.3690, 50.2659
Test 191, 28.2639, 56.0214, 55.5149, 5.7736, 10.9362, 10.3252, 22.4903, 45.0852, 45.1897 
Train 192, 45.9680, 64.9873, 64.7548, 5.9180, 11.5944, 11.3528, 26.6919, 53.3929, 53.4020
Test 192, 28.2603, 55.9469, 55.3733, 5.7619, 10.9401, 10.3563, 22.4984, 45.0069, 45.0169 
Train 193, 43.3809, 59.8902, 57.8417, 6.1653, 11.6580, 10.9854, 24.8041, 48.2322, 46.8563
Test 193, 28.5574, 55.8917, 54.6686, 5.9426, 11.1275, 10.3698, 22.6148, 44.7642, 44.2989 
Train 194, 41.6484, 63.0977, 66.2354, 6.6600, 11.8297, 10.3395, 23.3201, 51.2680, 55.8959
Test 194, 28.4352, 55.8011, 54.7318, 5.9636, 11.1751, 10.4229, 22.4716, 44.6260, 44.3089 
Train 195, 39.5460, 57.7886, 59.0025, 5.7866, 11.5863, 11.5992, 22.5007, 46.2023, 47.4032
Test 195, 28.3328, 55.4049, 54.1440, 5.8096, 11.0656, 10.5119, 22.5232, 44.3393, 43.6321 
Train 196, 43.8040, 63.2657, 64.2901, 5.7715, 11.6419, 11.7407, 25.3491, 51.6238, 52.5495
Test 196, 28.4012, 55.5415, 54.2805, 5.8706, 11.1621, 10.5830, 22.5306, 44.3794, 43.6975 
Train 197, 41.7109, 58.9023, 58.3136, 5.8320, 11.3562, 11.0485, 23.9135, 47.5461, 47.2651
Test 197, 28.2132, 55.3998, 54.3732, 5.7095, 10.9050, 10.3909, 22.5036, 44.4948, 43.9823 
Train 198, 45.2646, 60.7312, 56.9085, 6.3218, 11.7404, 10.8373, 25.9552, 48.9908, 46.0712
Test 198, 28.1965, 55.3230, 54.2530, 5.7435, 10.9244, 10.3618, 22.4530, 44.3986, 43.8912 
Train 199, 46.1837, 62.3055, 59.0476, 5.9912, 11.5764, 11.1703, 26.7904, 50.7291, 47.8773
Test 199, 28.4399, 55.5403, 54.2008, 5.9749, 11.1768, 10.4038, 22.4650, 44.3634, 43.7969 
Train 200, 40.6793, 61.6036, 65.0158, 5.9461, 11.3397, 10.7873, 23.1497, 50.2639, 54.2285
Test 200, 28.1595, 55.2814, 54.2436, 5.6898, 10.8654, 10.3511, 22.4697, 44.4160, 43.8925 
