 var 	19.3033, 19.8622, 20.5378, 21.6139, 22.7190, 24.5736, 27.2015, 30.5517, 36.8906, 41.8837, 79.5561
(test)	8.9456, 9.3482, 9.7644, 10.4446, 11.0166, 11.9950, 13.4517, 15.4236, 19.0386, 23.3904, 39.3133
 pred 	18.5638, 19.2398, 19.9995, 21.2218, 22.3566, 24.2497, 27.0298, 30.6656, 37.4556, 44.2831, 78.8076
 var 	19.2363, 19.7834, 20.4702, 21.5544, 22.6799, 24.5093, 27.1561, 30.4841, 36.8339, 41.7854, 78.9886

[Epoch 16] 8.9342, 9.3270, 9.7345, 10.4058, 10.9830, 11.9722, 13.4154, 15.4354, 19.1206, 23.3535, 39.7111
 pred 	18.5232, 19.2049, 19.9530, 21.1752, 22.2919, 24.2074, 26.9614, 30.6472, 37.5882, 44.3516, 79.5387
 var 	19.1779, 19.7558, 20.4370, 21.5387, 22.6179, 24.4702, 27.0920, 30.4236, 36.9353, 41.9961, 79.6551
(test)	8.9737, 9.3730, 9.7751, 10.4457, 11.0201, 11.9784, 13.4720, 15.4418, 19.0746, 23.3313, 39.0975
 pred 	18.5095, 19.1886, 19.9401, 21.1600, 22.2813, 24.1579, 26.9751, 30.5741, 37.4958, 44.1805, 78.3653
 var 	19.0715, 19.6311, 20.3299, 21.4286, 22.5224, 24.3591, 27.0063, 30.2646, 36.8425, 41.6982, 78.5356

[Epoch 17] 8.9130, 9.3059, 9.7199, 10.3893, 10.9638, 11.9525, 13.4108, 15.4190, 19.1036, 23.3203, 39.7198
 pred 	18.4594, 19.1385, 19.8966, 21.1200, 22.2481, 24.1796, 26.9517, 30.6029, 37.5493, 44.3833, 79.4407
 var 	19.0928, 19.6653, 20.3535, 21.4614, 22.5686, 24.4542, 27.0817, 30.3678, 36.8914, 42.1260, 79.4416
(test)	8.9342, 9.3101, 9.7199, 10.4137, 10.9826, 11.9725, 13.4172, 15.3965, 19.0188, 23.2578, 39.2736
 pred 	18.5025, 19.1505, 19.8968, 21.1701, 22.2915, 24.2086, 26.9436, 30.5440, 37.4880, 44.3272, 79.0938
 var 	19.1365, 19.6809, 20.3537, 21.5129, 22.6180, 24.4721, 27.0526, 30.2950, 36.9383, 42.1387, 79.6402

[Epoch 18] 8.8943, 9.2875, 9.7010, 10.3725, 10.9516, 11.9410, 13.3970, 15.4071, 19.0950, 23.3313, 39.6955
 pred 	18.3926, 19.0733, 19.8356, 21.0534, 22.1977, 24.1333, 26.8924, 30.5289, 37.5905, 44.4940, 79.4859
 var 	18.9966, 19.5715, 20.2691, 21.3616, 22.4922, 24.3847, 26.9908, 30.2436, 36.9910, 42.3256, 79.5808
(test)	8.9265, 9.3078, 9.7199, 10.3822, 10.9743, 11.9596, 13.4205, 15.4089, 18.9612, 23.3599, 39.2787
 pred 	18.4338, 19.0949, 19.8583, 21.0815, 22.2209, 24.1624, 26.9772, 30.5204, 37.5260, 44.5224, 79.4705
 var 	19.0146, 19.5742, 20.2768, 21.3986, 22.4931, 24.4056, 27.1132, 30.2229, 37.1296, 42.3250, 80.3837

[Epoch 19] 8.8887, 9.2807, 9.6848, 10.3671, 10.9449, 11.9391, 13.3957, 15.4040, 19.0936, 23.3196, 39.6656
 pred 	18.3424, 19.0272, 19.7794, 21.0098, 22.1486, 24.0864, 26.8456, 30.4939, 37.5857, 44.4912, 79.4720
 var 	18.9074, 19.4931, 20.1893, 21.2855, 22.4073, 24.2947, 26.8999, 30.1798, 36.9841, 42.3431, 79.6128
(test)	8.8797, 9.2808, 9.6675, 10.3655, 10.9623, 11.9220, 13.3594, 15.3437, 19.0902, 23.2744, 39.3395
 pred 	18.3286, 19.0047, 19.7538, 21.0013, 22.1682, 24.0666, 26.8104, 30.4266, 37.5824, 44.4571, 79.0706
 var 	18.8977, 19.4479, 20.1726, 21.2715, 22.4117, 24.2891, 26.9020, 30.1658, 36.9844, 42.3654, 79.4622

[Epoch 20] 8.8727, 9.2664, 9.6766, 10.3456, 10.9337, 11.9277, 13.3804, 15.3807, 19.0699, 23.2872, 39.6156
 pred 	18.3012, 18.9883, 19.7573, 20.9779, 22.1303, 24.0491, 26.7916, 30.4330, 37.5511, 44.5676, 79.4532
 var 	18.8569, 19.4438, 20.1615, 21.2644, 22.3933, 24.2428, 26.8224, 30.1047, 36.9625, 42.5607, 79.6753
(test)	8.8865, 9.2750, 9.6938, 10.3458, 10.9342, 11.9361, 13.4114, 15.3765, 18.9690, 23.2024, 39.2998
 pred 	18.2720, 18.9835, 19.7317, 20.9350, 22.0949, 23.9892, 26.7755, 30.3288, 37.4543, 44.5097, 78.3732
 var 	18.7709, 19.4169, 20.0757, 21.1784, 22.3214, 24.1061, 26.7281, 29.9045, 36.9707, 42.6145, 78.1468

[Epoch 21] 8.8608, 9.2481, 9.6619, 10.3332, 10.9216, 11.9109, 13.3641, 15.3890, 19.0791, 23.2951, 39.6576
 pred 	18.2531, 18.9350, 19.7029, 20.9290, 22.0785, 23.9890, 26.7529, 30.4179, 37.5613, 44.6482, 79.4832
 var 	18.7845, 19.3739, 20.0820, 21.1915, 22.3137, 24.1562, 26.7776, 30.0579, 36.9646, 42.7061, 79.6512
(test)	8.8600, 9.2512, 9.6547, 10.3383, 10.9415, 11.9080, 13.3487, 15.4116, 19.0169, 23.2493, 39.1838
 pred 	18.2864, 18.9517, 19.7064, 20.9475, 22.1311, 23.9966, 26.7463, 30.4444, 37.4808, 44.5876, 79.2614
 var 	18.8529, 19.4011, 20.1034, 21.2183, 22.3791, 24.1773, 26.7953, 30.0656, 36.9278, 42.6767, 80.1552

[Epoch 22] 8.8572, 9.2481, 9.6637, 10.3325, 10.9166, 11.9060, 13.3686, 15.3824, 19.0437, 23.2695, 39.6344
 pred 	18.2448, 18.9306, 19.7008, 20.9287, 22.0689, 23.9837, 26.7367, 30.3897, 37.4896, 44.6101, 79.5107
 var 	18.7752, 19.3650, 20.0743, 21.1924, 22.3046, 24.1552, 26.7362, 30.0146, 36.8918, 42.6813, 79.7527
(test)	8.8356, 9.2375, 9.6560, 10.3292, 10.9070, 11.8992, 13.3886, 15.3697, 18.9368, 23.2125, 39.3814
 pred 	18.1869, 18.8821, 19.6642, 20.8943, 22.0612, 23.9348, 26.7437, 30.3592, 37.3710, 44.4911, 79.3750
 var 	18.7025, 19.2893, 20.0163, 21.1302, 22.3084, 24.0713, 26.7102, 29.9790, 36.8685, 42.5573, 79.9873

[Epoch 23] 8.8502, 9.2321, 9.6511, 10.3295, 10.9084, 11.9010, 13.3572, 15.3784, 18.9991, 23.2024, 39.6261
 pred 	18.2109, 18.8906, 19.6646, 20.8961, 22.0535, 23.9481, 26.7369, 30.4128, 37.4188, 44.5712, 79.4335
 var 	18.7214, 19.3172, 20.0269, 21.1333, 22.2902, 24.0943, 26.7593, 30.0688, 36.8394, 42.7376, 79.6149
(test)	8.9196, 9.3024, 9.7305, 10.4012, 11.0072, 11.9697, 13.4381, 15.4105, 18.9301, 23.1333, 39.2528
 pred 	18.3164, 18.9903, 19.7947, 20.9975, 22.1973, 24.0638, 26.8694, 30.4853, 37.3721, 44.5510, 79.5433
 var 	18.7937, 19.3758, 20.1285, 21.1925, 22.3802, 24.1883, 26.8626, 30.1496, 36.8840, 42.8354, 80.5810

[Epoch 24] 8.8394, 9.2223, 9.6384, 10.3096, 10.8998, 11.8860, 13.3584, 15.3740, 18.9540, 23.1749, 39.6524
 pred 	18.1976, 18.8837, 19.6559, 20.8813, 22.0426, 23.9472, 26.7156, 30.3782, 37.3752, 44.6006, 79.3058
 var 	18.7164, 19.3228, 20.0350, 21.1433, 22.2855, 24.1223, 26.7144, 30.0083, 36.8423, 42.8513, 79.3069
(test)	8.8316, 9.2265, 9.6394, 10.3192, 10.9060, 11.9106, 13.3538, 15.3815, 18.8849, 23.1550, 39.1964
 pred 	18.2198, 18.9021, 19.6762, 20.9342, 22.0777, 23.9794, 26.7238, 30.3909, 37.3111, 44.5816, 78.9253
