Epoch, Total loss, Total S1, Total S2, DPA NRGY, DPA s1, DPA s2, LM NRGY, LM s1, LM s2 
Train 141, 42.0902, 59.4726, 58.5209, 6.4650, 11.8069, 10.6837, 23.7471, 47.6657, 47.8372
Test 141, 28.5377, 55.0444, 53.0135, 6.1979, 11.4951, 10.5945, 22.3398, 43.5493, 42.4190 
Train 142, 43.8747, 61.7598, 60.9218, 6.1599, 11.3613, 10.4029, 25.1390, 50.3984, 50.5189
Test 142, 28.3591, 54.6897, 52.6611, 6.0304, 11.3168, 10.5729, 22.3287, 43.3728, 42.0882 
Train 143, 39.0690, 57.7153, 58.9596, 6.5787, 12.0812, 11.0050, 21.6568, 45.6341, 47.9546
Test 143, 28.3605, 54.6908, 52.6606, 6.0487, 11.3650, 10.6325, 22.3118, 43.3258, 42.0281 
Train 144, 42.5652, 60.0811, 59.4269, 5.9873, 11.1212, 10.2678, 24.3804, 48.9599, 49.1590
Test 144, 28.1182, 54.2900, 52.3435, 5.7684, 11.0199, 10.5029, 22.3498, 43.2701, 41.8406 
Train 145, 43.0237, 60.7830, 60.4872, 5.5866, 11.4388, 11.7044, 24.9528, 49.3442, 48.7828
Test 145, 27.9566, 54.3929, 52.8726, 5.7270, 11.0017, 10.5495, 22.2296, 43.3912, 42.3232 
Train 146, 43.6916, 58.5641, 54.8423, 6.0584, 11.5677, 11.0186, 25.0846, 46.9964, 43.8236
Test 146, 27.9715, 54.2978, 52.6527, 5.7062, 10.9612, 10.5100, 22.2653, 43.3366, 42.1427 
Train 147, 43.5789, 59.7929, 57.3226, 6.2498, 11.7913, 11.0830, 24.8818, 48.0016, 46.2396
Test 147, 28.2394, 54.4773, 52.4759, 5.8993, 11.1122, 10.4258, 22.3400, 43.3651, 42.0501 
Train 148, 35.5247, 56.7742, 62.2022, 5.9828, 11.5108, 11.0560, 19.6902, 45.2633, 51.1462
Test 148, 28.3848, 54.7133, 52.6569, 6.0169, 11.2643, 10.4948, 22.3680, 43.4490, 42.1621 
Train 149, 42.3933, 60.9093, 60.9706, 6.4954, 11.8130, 10.6352, 23.9286, 49.0963, 50.3354
Test 149, 28.2141, 54.6235, 52.8188, 5.8879, 11.1913, 10.6068, 22.3262, 43.4321, 42.2120 
Train 150, 37.8917, 56.4187, 58.1851, 6.2059, 11.4132, 10.4146, 21.1203, 45.0055, 47.7705
Test 150, 28.3836, 54.7389, 52.7107, 6.0252, 11.3020, 10.5537, 22.3584, 43.4369, 42.1570 
Train 151, 46.0891, 61.8679, 58.0409, 6.3821, 12.1085, 11.4529, 26.4654, 49.7594, 46.5879
Test 151, 28.3504, 54.8771, 53.0534, 6.0225, 11.3608, 10.6765, 22.3279, 43.5163, 42.3769 
Train 152, 43.4541, 61.2900, 59.9621, 7.0301, 12.6030, 11.1457, 24.2789, 48.6870, 48.8164
Test 152, 28.4335, 54.7786, 52.6903, 6.1068, 11.3900, 10.5665, 22.3267, 43.3886, 42.1238 
Train 153, 43.8119, 61.2254, 60.1598, 5.8255, 11.5134, 11.3757, 25.3200, 49.7120, 48.7840
Test 153, 28.3832, 54.6266, 52.4868, 6.0327, 11.3563, 10.6473, 22.3506, 43.2703, 41.8394 
Train 154, 38.4951, 58.1777, 60.9215, 6.1699, 11.5699, 10.8000, 21.5471, 46.6079, 50.1215
Test 154, 28.0961, 54.4966, 52.8009, 5.7847, 11.1577, 10.7460, 22.3114, 43.3389, 42.0549 
Train 155, 44.6609, 59.4342, 55.2851, 6.0662, 11.3615, 10.5905, 25.7254, 48.0727, 44.6946
Test 155, 28.2649, 54.6699, 52.8098, 5.9021, 11.2510, 10.6978, 22.3629, 43.4189, 42.1120 
Train 156, 40.2381, 59.5475, 61.4516, 5.9965, 11.6386, 11.2840, 22.8251, 47.9089, 50.1676
Test 156, 28.3275, 54.8053, 52.9556, 5.9957, 11.3157, 10.6399, 22.3318, 43.4897, 42.3158 
Train 157, 40.9267, 59.4454, 60.3824, 5.9213, 11.4394, 11.0361, 23.3329, 48.0060, 49.3462
Test 157, 28.3018, 54.8377, 53.0716, 5.9120, 11.2402, 10.6566, 22.3899, 43.5974, 42.4151 
Train 158, 47.3484, 62.7555, 58.4360, 5.9294, 11.6763, 11.4939, 27.6081, 51.0792, 46.9421
Test 158, 28.2914, 54.8617, 53.1405, 5.9483, 11.2318, 10.5669, 22.3431, 43.6299, 42.5736 
Train 159, 39.5846, 61.8437, 66.7838, 6.1962, 11.4370, 10.4815, 22.2555, 50.4067, 56.3023
Test 159, 28.4393, 55.1018, 53.3249, 6.0214, 11.2983, 10.5538, 22.4179, 43.8035, 42.7711 
Train 160, 39.5570, 58.8940, 60.9612, 6.1371, 11.7693, 11.2644, 22.2762, 47.1247, 49.6969
Test 160, 28.4977, 55.2345, 53.4737, 6.0982, 11.3483, 10.5002, 22.3994, 43.8862, 42.9736 
Train 161, 40.8211, 59.9585, 61.5701, 5.8903, 11.1987, 10.6168, 23.2831, 48.7598, 50.9533
Test 161, 28.4476, 55.1891, 53.4830, 6.0187, 11.2565, 10.4756, 22.4290, 43.9327, 43.0073 
Train 162, 42.8167, 62.1971, 63.2077, 6.1570, 11.5168, 10.7196, 24.4362, 50.6803, 52.4881
Test 162, 28.2390, 54.9542, 53.4302, 5.8728, 11.1148, 10.4838, 22.3662, 43.8394, 42.9464 
Train 163, 42.2135, 59.1052, 57.7619, 6.2566, 11.5825, 10.6517, 23.9676, 47.5227, 47.1101
Test 163, 28.3839, 55.2025, 53.6372, 5.9910, 11.2560, 10.5300, 22.3930, 43.9466, 43.1072 
Train 164, 41.1385, 60.5300, 62.1454, 6.1054, 11.5704, 10.9299, 23.3519, 48.9596, 51.2155
Test 164, 28.3440, 55.2897, 53.8915, 5.9967, 11.2600, 10.5268, 22.3473, 44.0297, 43.3648 
Train 165, 42.4244, 61.0498, 61.5136, 6.0430, 11.1913, 10.2967, 24.2500, 49.8584, 51.2169
Test 165, 28.2966, 55.2454, 53.8976, 5.9683, 11.2158, 10.4950, 22.3282, 44.0295, 43.4026 
Train 166, 39.4159, 60.0204, 63.4861, 6.0093, 11.4567, 10.8948, 22.2680, 48.5637, 52.5914
Test 166, 28.4642, 55.4634, 53.9985, 6.0951, 11.3677, 10.5453, 22.3691, 44.0957, 43.4532 
Train 167, 44.2633, 59.3439, 55.6817, 5.9917, 11.3527, 10.7220, 25.5114, 47.9912, 44.9597
Test 167, 28.4343, 55.3647, 53.8608, 6.0643, 11.2850, 10.4413, 22.3700, 44.0797, 43.4195 
Train 168, 39.9800, 59.6137, 61.9592, 5.9533, 11.4723, 11.0379, 22.6808, 48.1414, 50.9213
Test 168, 28.2248, 55.0944, 53.7392, 5.8557, 11.0805, 10.4497, 22.3691, 44.0139, 43.2895 
Train 169, 42.5546, 60.5087, 60.3654, 5.8790, 11.2829, 10.8078, 24.4471, 49.2258, 49.5576
Test 169, 28.2458, 55.0728, 53.6541, 5.8640, 11.0611, 10.3943, 22.3818, 44.0117, 43.2598 
Train 170, 38.8559, 58.1645, 60.6016, 5.8891, 11.2538, 10.7293, 21.9746, 46.9107, 49.8722
Test 170, 28.3633, 55.1837, 53.6409, 5.9730, 11.2004, 10.4548, 22.3903, 43.9833, 43.1861 
Train 171, 41.7187, 61.5788, 63.4369, 6.1538, 11.7170, 11.1264, 23.7066, 49.8618, 52.3105
Test 171, 28.5417, 55.2698, 53.4562, 6.1668, 11.4607, 10.5877, 22.3749, 43.8091, 42.8685 
Train 172, 42.9190, 61.4537, 61.4019, 6.4297, 12.0830, 11.3065, 24.3230, 49.3707, 50.0954
Test 172, 28.9537, 55.6309, 53.3544, 6.5381, 11.9630, 10.8497, 22.4156, 43.6679, 42.5046 
Train 173, 42.4833, 62.6092, 64.5032, 6.1184, 11.8559, 11.4750, 24.2393, 50.7534, 53.0282
Test 173, 28.8672, 55.8430, 53.9517, 6.4587, 12.0205, 11.1237, 22.4085, 43.8225, 42.8280 
Train 174, 42.7101, 58.9008, 56.4898, 6.5601, 12.1878, 11.2553, 24.0958, 46.7131, 45.2345
Test 174, 28.6686, 55.6900, 54.0427, 6.2530, 11.6433, 10.7805, 22.4156, 44.0467, 43.2623 
Train 175, 41.5016, 61.8581, 64.1606, 6.3392, 12.0797, 11.4810, 23.4386, 49.7784, 52.6796
Test 175, 28.5100, 55.3103, 53.6006, 6.1582, 11.4590, 10.6017, 22.3519, 43.8513, 42.9989 
Train 176, 43.4303, 60.5154, 59.0775, 6.0789, 11.5762, 10.9947, 24.8978, 48.9392, 48.0829
Test 176, 28.7563, 55.3955, 53.2785, 6.2958, 11.6125, 10.6333, 22.4605, 43.7831, 42.6452 
Train 177, 39.3304, 58.6066, 60.2928, 6.7300, 12.2910, 11.1220, 21.7302, 46.3156, 49.1708
Test 177, 28.7450, 55.4187, 53.3474, 6.3490, 11.6707, 10.6434, 22.3960, 43.7480, 42.7040 
Train 178, 46.0837, 60.5972, 55.6051, 6.2277, 11.7892, 11.1231, 26.5670, 48.8080, 44.4819
Test 178, 28.6663, 55.3507, 53.3689, 6.2619, 11.5878, 10.6518, 22.4044, 43.7629, 42.7171 
Train 179, 39.0351, 59.6837, 63.2988, 6.0434, 11.6907, 11.2945, 21.9909, 47.9930, 52.0043
Test 179, 28.4980, 55.1798, 53.3637, 6.1073, 11.4385, 10.6624, 22.3907, 43.7413, 42.7013 
Train 180, 41.5294, 60.2766, 61.1414, 6.0691, 11.2679, 10.3977, 23.6368, 49.0087, 50.7438
Test 180, 28.5599, 55.1991, 53.2784, 6.2063, 11.5212, 10.6298, 22.3536, 43.6779, 42.6487 
Train 181, 43.8451, 65.5153, 68.4891, 6.1322, 11.3739, 10.4834, 25.1386, 54.1414, 58.0057
Test 181, 28.7154, 55.2565, 53.0823, 6.2835, 11.5821, 10.5973, 22.4319, 43.6744, 42.4850 
Train 182, 39.9601, 60.4860, 63.6574, 6.0623, 11.3856, 10.6466, 22.5950, 49.1004, 53.0107
Test 182, 28.7681, 55.2860, 53.0358, 6.4061, 11.7039, 10.5956, 22.3620, 43.5821, 42.4402 
Train 183, 46.2285, 62.6907, 59.8539, 5.8455, 11.1386, 10.5862, 26.9182, 51.5521, 49.2677
Test 183, 28.4682, 54.8535, 52.7706, 6.1174, 11.4007, 10.5664, 22.3507, 43.4528, 42.2042 
Train 184, 41.9529, 59.8911, 59.9139, 5.9062, 11.2394, 10.6664, 24.0279, 48.6517, 49.2475
Test 184, 28.5398, 55.0463, 53.0129, 6.1377, 11.4274, 10.5795, 22.4021, 43.6188, 42.4334 
Train 185, 41.6792, 59.4448, 59.4387, 5.8268, 11.2678, 10.8820, 23.8987, 48.1770, 48.5567
Test 185, 28.3083, 54.6187, 52.6207, 5.8982, 11.1597, 10.5229, 22.4101, 43.4590, 42.0978 
Train 186, 43.2381, 59.6119, 57.5936, 5.9828, 11.3494, 10.7333, 24.8323, 48.2625, 46.8603
Test 186, 28.5682, 54.9937, 52.8510, 6.1597, 11.4302, 10.5410, 22.4086, 43.5636, 42.3100 
Train 187, 41.4648, 60.8132, 62.3203, 6.0375, 11.5286, 10.9820, 23.6155, 49.2846, 51.3383
Test 187, 28.4117, 54.8475, 52.8716, 6.0676, 11.3558, 10.5764, 22.3441, 43.4917, 42.2952 
Train 188, 42.3521, 60.3131, 60.0630, 6.1531, 11.4847, 10.6631, 24.1285, 48.8284, 49.3999
Test 188, 28.7968, 55.0365, 52.4794, 6.2954, 11.5551, 10.5194, 22.5014, 43.4814, 41.9599 
Train 189, 40.7565, 59.9349, 61.6184, 5.8747, 11.2389, 10.7283, 23.2510, 48.6960, 50.8901
Test 189, 28.4112, 54.5929, 52.3635, 6.0499, 11.3330, 10.5661, 22.3612, 43.2599, 41.7973 
Train 190, 47.1218, 61.0861, 55.3591, 5.9871, 11.3844, 10.7945, 27.4195, 49.7018, 44.5646
Test 190, 28.7244, 54.9586, 52.4683, 6.2669, 11.5549, 10.5762, 22.4576, 43.4036, 41.8921 
Train 191, 46.4404, 61.7583, 57.5394, 6.0970, 11.3539, 10.5137, 26.8916, 50.4045, 47.0257
Test 191, 28.4883, 54.6548, 52.3331, 6.1760, 11.4532, 10.5544, 22.3123, 43.2016, 41.7787 
Train 192, 47.1068, 61.9228, 57.1370, 5.8675, 11.5026, 11.2702, 27.4869, 50.4203, 45.8668
Test 192, 29.0472, 55.3483, 52.6022, 6.5930, 11.9071, 10.6282, 22.4542, 43.4412, 41.9740 
Train 193, 44.3896, 61.6613, 60.1295, 6.0207, 11.4582, 10.8750, 25.5759, 50.2031, 49.2545
Test 193, 28.7535, 55.0251, 52.5433, 6.3189, 11.6243, 10.6108, 22.4346, 43.4009, 41.9325 
Train 194, 42.7195, 59.6716, 58.2315, 6.2404, 11.4435, 10.4061, 24.3154, 48.2281, 47.8254
Test 194, 28.5305, 54.8341, 52.6073, 6.0978, 11.3872, 10.5790, 22.4327, 43.4469, 42.0283 
Train 195, 46.5995, 61.8365, 57.7360, 5.7197, 11.4502, 11.4609, 27.2487, 50.3863, 46.2751
Test 195, 28.4855, 54.7073, 52.4436, 6.1444, 11.3977, 10.5066, 22.3412, 43.3096, 41.9369 
Train 196, 44.7232, 60.5300, 57.5005, 5.9064, 11.6491, 11.4853, 25.8734, 48.8809, 46.0151
Test 196, 28.6359, 54.7313, 52.1909, 6.2137, 11.4706, 10.5139, 22.4222, 43.2607, 41.6770 
Train 197, 43.1322, 62.0600, 62.6657, 5.9307, 11.4031, 10.9447, 24.7964, 50.6569, 51.7210
Test 197, 28.4793, 54.6234, 52.2882, 6.1006, 11.3977, 10.5942, 22.3787, 43.2257, 41.6940 
Train 198, 44.6057, 61.4910, 59.5183, 5.9983, 11.6245, 11.2524, 25.7335, 49.8665, 48.2659
Test 198, 28.3893, 54.6329, 52.4872, 6.0119, 11.3298, 10.6359, 22.3774, 43.3031, 41.8513 
Train 199, 43.7161, 62.8517, 63.4907, 5.8961, 11.3743, 10.9564, 25.2102, 51.4774, 52.5343
Test 199, 28.3536, 54.5495, 52.3919, 6.0328, 11.3339, 10.6022, 22.3208, 43.2156, 41.7897 
Train 200, 41.5811, 61.3832, 63.1443, 6.2840, 11.5211, 10.4742, 23.5271, 49.8621, 52.6701
Test 200, 28.7794, 55.0188, 52.4789, 6.3058, 11.6056, 10.5995, 22.4736, 43.4133, 41.8794 
